Number of Solutions, Number of Feasible, Objective Function Values, best objective value, Time, hours, reduction_percentage, Number of thermal generators, number of renewable generators, number of variables, number of constraints
103,0,"[np.float64(7099041.655313109), np.float64(34461958.040000185), np.float64(2392188.672100059), np.float64(1683464.6015284727), np.float64(1939679.6490166446), np.float64(1953065.995897192), np.float64(2084816.1538244348), np.float64(2157274.1189551298), np.float64(2215337.799709412), np.float64(2245632.144806865), np.float64(2248558.3139946163), np.float64(2262664.6917479415), np.float64(2299617.7099190084), np.float64(2300630.410689468), np.float64(2386188.10210006), np.float64(2410759.7963347067), np.float64(2538456.889999995), np.float64(2573676.2201157254), np.float64(2582351.5099999965), np.float64(2663568.038127621), np.float64(2705312.033574824), np.float64(6965493.480693977), np.float64(7001877.293603317), np.float64(7072232.869797608), np.float64(7072789.796260983), np.float64(7074392.815583784), np.float64(7089913.466340762), np.float64(7093121.146479502), np.float64(7123739.126522397), np.float64(7135080.704505599), np.float64(7135784.902438515), np.float64(7143602.356878875), np.float64(7158871.666880694), np.float64(7163991.721157077), np.float64(7170820.712048781), np.float64(7175820.892689303), np.float64(7184443.420592437), np.float64(7187037.8468350135), np.float64(7188852.170126278), np.float64(7193612.986735129), np.float64(7198512.323413225), np.float64(7208676.0768742645), np.float64(7214939.41148903), np.float64(7232333.401320243), np.float64(7247190.152805588), np.float64(7247803.750220581), np.float64(7263486.263987445), np.float64(7271978.341236091), np.float64(7273831.981040952), np.float64(7281662.642096014), np.float64(7295697.558896488), np.float64(7311320.239446772), np.float64(7311518.972755062), np.float64(7313776.601278659), np.float64(7339924.361458135), np.float64(7342031.415086521), np.float64(7731201.70099247), np.float64(10176506.559999986), np.float64(10237493.919999974), np.float64(10301288.229999987), np.float64(10308537.610000005), np.float64(10631816.319999928), np.float64(10697811.899999954), np.float64(10748247.35999994), np.float64(10750791.519999942), np.float64(10764594.649999967), np.float64(10771642.74999993), np.float64(10804850.099999988), np.float64(10860402.669999951), np.float64(10911838.969999896), np.float64(10963022.709999917), np.float64(11018097.919999935), np.float64(11082162.589999901), np.float64(11085389.629999917), np.float64(11119235.479999932), np.float64(11146995.529999917), np.float64(11147979.219999911), np.float64(11199038.55999991), np.float64(11325378.039999932), np.float64(11339575.429999923), np.float64(11339993.639999911), np.float64(11350754.32999991), np.float64(11361433.12999992), np.float64(11398013.079999914), np.float64(11411614.209999926), np.float64(11449780.369999953), np.float64(11460481.119999928), np.float64(11755770.629999962), np.float64(12040062.679999951), np.float64(12259260.44999994), np.float64(13651107.239500405), np.float64(14260053.129999876), np.float64(14656570.369999884), np.float64(31477005.288181864), np.float64(31495998.440000065), np.float64(32068917.442459695), np.float64(32195871.224399757), np.float64(32768485.51516677), np.float64(32901359.110007007), np.float64(33619486.21000019), np.float64(33722229.430000134), np.float64(33731028.59000018), np.float64(34039435.05000021)]",1683464.6015284727,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(35683088.90000039), np.float64(1704066.8656167448), np.float64(1712955.2776898479), np.float64(1856490.0000000068), np.float64(1903110.2600000056), np.float64(2085870.3829389652), np.float64(2088810.1714026704), np.float64(2108884.61414895), np.float64(2162688.7300000014), np.float64(2164976.700000001), np.float64(2268292.457124465), np.float64(2330029.549999998), np.float64(2348454.406758516), np.float64(2406920.8785730903), np.float64(2464162.557520224), np.float64(2464971.7499999986), np.float64(2472853.2954397225), np.float64(2617068.7899999907), np.float64(2661486.3517299388), np.float64(6987611.794787912), np.float64(7021589.098195233), np.float64(7052782.53213677), np.float64(7068052.834826766), np.float64(7088981.413794015), np.float64(7093477.342148033), np.float64(7097323.430822405), np.float64(7118114.517653148), np.float64(7133819.694343853), np.float64(7143616.644839446), np.float64(7145909.541769873), np.float64(7154485.285041905), np.float64(7156238.776340997), np.float64(7158606.211555167), np.float64(7164932.449773369), np.float64(7167838.251233645), np.float64(7169349.440194564), np.float64(7170888.781517973), np.float64(7185961.220178237), np.float64(7194705.883200829), np.float64(7205535.150227465), np.float64(7213470.870499473), np.float64(7215250.158710657), np.float64(7219363.096366027), np.float64(7219917.977961158), np.float64(7226088.247384296), np.float64(7235865.848252411), np.float64(7242345.560239587), np.float64(7244853.49366079), np.float64(7284185.981318146), np.float64(7294860.113680563), np.float64(7339817.659113041), np.float64(7360116.008679217), np.float64(7386856.496277958), np.float64(7389750.079135246), np.float64(7445526.45709467), np.float64(9771061.012436671), np.float64(9893436.769999953), np.float64(10052497.669999953), np.float64(10206267.194597395), np.float64(10405340.220000016), np.float64(10505989.251328891), np.float64(10636362.485485744), np.float64(10658043.065583793), np.float64(10683675.629999943), np.float64(10750043.649999965), np.float64(10750363.65999995), np.float64(10768548.939999955), np.float64(10802501.76999995), np.float64(10823578.059999952), np.float64(10864665.209999943), np.float64(10872751.099999947), np.float64(10945274.929999927), np.float64(10947693.149999935), np.float64(10960640.679999912), np.float64(11036244.69999993), np.float64(11076841.919999905), np.float64(11099374.329999926), np.float64(11157348.959999962), np.float64(11185465.849999921), np.float64(11227207.67999992), np.float64(11286393.129999924), np.float64(11289195.799999917), np.float64(11390215.929999935), np.float64(11450496.989999918), np.float64(11531226.05999992), np.float64(11692329.319999898), np.float64(11747037.08999992), np.float64(12210559.4499999), np.float64(13556690.499999922), np.float64(14093997.539999908), np.float64(14137463.179999912), np.float64(31155131.48696766), np.float64(31268640.120000087), np.float64(31292537.792276114), np.float64(31298689.736851823), np.float64(32001685.536563177), np.float64(32447803.146862473), np.float64(33741676.020000115), np.float64(33817273.59000011), np.float64(34047141.36000019), np.float64(34139726.12000017)]",1704066.8656167448,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(35788521.21000035), np.float64(1650741.294585403), np.float64(1769555.08887563), np.float64(1878332.398445195), np.float64(1939270.8500000064), np.float64(1968122.387375091), np.float64(1968801.502510929), np.float64(2001779.419064625), np.float64(2031084.1385257754), np.float64(2062640.2680068938), np.float64(2067115.7571784877), np.float64(2090361.690000008), np.float64(2236921.0799999987), np.float64(2393316.791298358), np.float64(2479319.6843776805), np.float64(2507494.7508627656), np.float64(2653222.079642574), np.float64(2729833.7399999807), np.float64(2954900.409999979), np.float64(6996690.46650181), np.float64(7018898.284601263), np.float64(7083907.344548819), np.float64(7089479.946127271), np.float64(7098594.406451721), np.float64(7103071.047358285), np.float64(7108896.772318361), np.float64(7111367.529643203), np.float64(7122679.722390124), np.float64(7132326.742564604), np.float64(7134629.558059306), np.float64(7137243.912557358), np.float64(7139085.7597517595), np.float64(7168426.12679713), np.float64(7181347.726771021), np.float64(7183896.699748895), np.float64(7199517.215052042), np.float64(7203011.743927924), np.float64(7207116.053594709), np.float64(7207421.315572029), np.float64(7211505.858786984), np.float64(7222852.642084174), np.float64(7223490.177453987), np.float64(7224800.87527017), np.float64(7231526.850736718), np.float64(7236410.45338118), np.float64(7250180.71944248), np.float64(7256003.546845413), np.float64(7260940.782229727), np.float64(7263876.944398293), np.float64(7280638.735612428), np.float64(7342085.066223234), np.float64(7361603.874443035), np.float64(7367113.466971121), np.float64(7430866.457047324), np.float64(10213786.231806), np.float64(10214038.239999993), np.float64(10254876.149999993), np.float64(10464960.579999987), np.float64(10538061.020000007), np.float64(10596531.119999947), np.float64(10599555.152080752), np.float64(10614100.61999999), np.float64(10624369.859999966), np.float64(10719109.269999953), np.float64(10740604.760635914), np.float64(10775277.069999957), np.float64(10823506.479999924), np.float64(10831704.519999983), np.float64(10889873.099999959), np.float64(10941307.679999923), np.float64(10959730.069999946), np.float64(11016943.619999928), np.float64(11033396.549999988), np.float64(11054749.439999934), np.float64(11077044.969999911), np.float64(11092414.959999936), np.float64(11171396.519999918), np.float64(11204656.023865102), np.float64(11208700.029999921), np.float64(11236513.05999992), np.float64(11241574.049999911), np.float64(11302096.649999928), np.float64(11483767.049999934), np.float64(11522740.559999924), np.float64(11555343.749999922), np.float64(11809072.259999959), np.float64(11861694.389999906), np.float64(11920976.91999994), np.float64(12201052.089999922), np.float64(14446641.483579036), np.float64(14480641.629999904), np.float64(31480634.560000047), np.float64(31801049.708024774), np.float64(32341869.59136877), np.float64(32591586.64000007), np.float64(32674798.20553467), np.float64(33049920.093867797), np.float64(34070033.640000306), np.float64(34100644.29000018), np.float64(34106272.76000014), np.float64(34122915.28000009)]",1650741.294585403,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(35341579.48000032), np.float64(1319360.8358940089), np.float64(1640024.6557843776), np.float64(1734455.2192309028), np.float64(1766135.9901380448), np.float64(1784642.7782000056), np.float64(1786681.1204420864), np.float64(1844841.1536448174), np.float64(1886262.8577653659), np.float64(1926609.3411158856), np.float64(2109065.279184551), np.float64(2181518.5191095015), np.float64(2243860.2206489397), np.float64(2314771.065873003), np.float64(2327442.653731323), np.float64(2396732.520217754), np.float64(2406197.5057012085), np.float64(2567831.7026158846), np.float64(2990738.9682583064), np.float64(6963968.7837467585), np.float64(6997241.761488835), np.float64(7013667.261422013), np.float64(7054806.718725672), np.float64(7061294.913401802), np.float64(7064851.75174456), np.float64(7071707.748092863), np.float64(7082594.93029266), np.float64(7099794.89016937), np.float64(7101563.30244602), np.float64(7107328.933183489), np.float64(7110289.012809343), np.float64(7122475.976979972), np.float64(7135469.3672139915), np.float64(7141304.077053464), np.float64(7144937.260645111), np.float64(7147606.8462451575), np.float64(7149468.463850358), np.float64(7158349.992690411), np.float64(7162392.732606684), np.float64(7173436.217772201), np.float64(7186639.894172168), np.float64(7188039.56506831), np.float64(7192926.067566996), np.float64(7199384.949708302), np.float64(7201608.223695796), np.float64(7205696.486809059), np.float64(7213737.466184899), np.float64(7219695.92232534), np.float64(7221988.273976694), np.float64(7231592.470809664), np.float64(7239437.0948824), np.float64(7242949.549342991), np.float64(7252818.562895454), np.float64(7270959.376744255), np.float64(7288269.742977573), np.float64(7289071.809905507), np.float64(7306622.260445141), np.float64(7325969.648389294), np.float64(7461555.873056305), np.float64(7510233.279928496), np.float64(10261995.255940923), np.float64(10373585.149999993), np.float64(10451703.269999973), np.float64(10587669.082168182), np.float64(10710912.939999947), np.float64(10722683.589999951), np.float64(10809566.429999938), np.float64(10867568.729999954), np.float64(10938603.779999945), np.float64(11000133.2599999), np.float64(11014435.259999948), np.float64(11017249.629999913), np.float64(11018955.669999924), np.float64(11029821.909999931), np.float64(11046921.259999923), np.float64(11077417.669999918), np.float64(11099451.519999916), np.float64(11237227.809999933), np.float64(11263897.849999914), np.float64(11268400.939999912), np.float64(11304964.689999912), np.float64(11324877.609999908), np.float64(11395318.589999922), np.float64(11441044.099999908), np.float64(11482675.509999923), np.float64(11631049.579999913), np.float64(11680729.189999918), np.float64(11694562.589999907), np.float64(11809842.799999954), np.float64(12132730.659999944), np.float64(13779565.419999907), np.float64(31305298.72042447), np.float64(31667521.89264659), np.float64(31729332.490000054), np.float64(32319507.14000005), np.float64(32630152.100000117), np.float64(33178038.909834467), np.float64(33621827.72000011), np.float64(33698774.040000096), np.float64(33981603.45000011), np.float64(33998261.51000016)]",1319360.8358940089,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(35274791.400000304), np.float64(1643084.2104887576), np.float64(1753346.4038948943), np.float64(2052807.018302068), np.float64(2124807.3411246366), np.float64(2233617.532838913), np.float64(2241214.2274678126), np.float64(2250834.676456033), np.float64(2285680.1322392942), np.float64(2301424.821008307), np.float64(2390250.2702244506), np.float64(2410744.6699999995), np.float64(2421875.319999998), np.float64(2493640.999999998), np.float64(2583629.5205830527), np.float64(2616788.9299999955), np.float64(2643860.5299999905), np.float64(2733616.5713086687), np.float64(2781560.792034407), np.float64(6983658.946095957), np.float64(7024808.699538663), np.float64(7066063.141093556), np.float64(7084284.191733761), np.float64(7090996.860970262), np.float64(7098655.380428337), np.float64(7098807.978502884), np.float64(7140728.6806542585), np.float64(7143203.7675334215), np.float64(7163299.314265439), np.float64(7172574.243610854), np.float64(7173716.103927098), np.float64(7189034.730293606), np.float64(7191358.556157852), np.float64(7197286.009442072), np.float64(7198305.444459056), np.float64(7201925.355193035), np.float64(7203276.6086987015), np.float64(7222244.449250559), np.float64(7226589.241175712), np.float64(7229999.0843714), np.float64(7237417.089989046), np.float64(7240654.872993882), np.float64(7241850.677157166), np.float64(7250862.578436448), np.float64(7252081.96485537), np.float64(7254315.402070519), np.float64(7263153.662269866), np.float64(7267532.945328509), np.float64(7275327.608839235), np.float64(7280402.70995928), np.float64(7317861.551832918), np.float64(7328230.643513654), np.float64(7362517.442371765), np.float64(7379542.706534435), np.float64(9946870.769878361), np.float64(10058726.790000021), np.float64(10072159.719999997), np.float64(10305343.559999976), np.float64(10337925.648854485), np.float64(10395348.340000015), np.float64(10503287.61999996), np.float64(10526635.019999944), np.float64(10629283.612139942), np.float64(10745715.40999996), np.float64(10777189.33999997), np.float64(10799380.019999955), np.float64(10811366.749999937), np.float64(10827427.829999944), np.float64(10872520.079999948), np.float64(10909175.60999995), np.float64(10921520.419999955), np.float64(10987415.219999934), np.float64(11022810.049999947), np.float64(11027974.659999924), np.float64(11083938.243641196), np.float64(11100052.269999964), np.float64(11110511.939999945), np.float64(11163138.519999906), np.float64(11163524.909999916), np.float64(11260948.469999908), np.float64(11275586.049999911), np.float64(11285717.279999916), np.float64(11553943.53999993), np.float64(11680865.209999925), np.float64(11704128.199999863), np.float64(12051564.569999922), np.float64(13396159.989999887), np.float64(13479287.229999896), np.float64(13857307.129999893), np.float64(14072367.849999905), np.float64(14328048.179999908), np.float64(31807796.750000086), np.float64(32074126.548568454), np.float64(32129280.350000117), np.float64(32150762.686112054), np.float64(32831857.92000005), np.float64(33012312.420000132), np.float64(33544402.17000013), np.float64(33551213.780000146), np.float64(33751138.20000021), np.float64(33963948.690000154)]",1643084.2104887576,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(33854334.060000196), np.float64(1719570.7288105816), np.float64(1761664.200000136), np.float64(1933705.6500000076), np.float64(2119564.307042104), np.float64(2145159.7600000016), np.float64(2211409.860000003), np.float64(2212780.270000002), np.float64(2225255.083454042), np.float64(2242895.736621538), np.float64(2254040.94), np.float64(2287566.4558023033), np.float64(2300957.8699999996), np.float64(2367272.020000001), np.float64(2372809.2299999995), np.float64(2392616.1388556086), np.float64(2492538.369999998), np.float64(2744137.6399725024), np.float64(2781614.2199999806), np.float64(7030360.472514013), np.float64(7079988.592093062), np.float64(7099262.655094814), np.float64(7117948.819150019), np.float64(7126869.726268054), np.float64(7141904.702863578), np.float64(7143999.591248297), np.float64(7153924.954954821), np.float64(7160794.541485611), np.float64(7168472.487478283), np.float64(7181532.88231924), np.float64(7184934.377569368), np.float64(7187477.934460494), np.float64(7197029.81549269), np.float64(7198245.129219781), np.float64(7200261.738773645), np.float64(7208763.057844998), np.float64(7223054.57349394), np.float64(7223869.064969012), np.float64(7224699.13735575), np.float64(7229028.045002032), np.float64(7239442.43444904), np.float64(7243386.642031373), np.float64(7245835.666841422), np.float64(7247233.222505699), np.float64(7250933.533946516), np.float64(7271337.296077147), np.float64(7275774.462626651), np.float64(7276043.594078026), np.float64(7280976.053111756), np.float64(7286366.8805906195), np.float64(7296754.103464329), np.float64(7314783.744734791), np.float64(7323182.653691835), np.float64(7364587.646305419), np.float64(7414613.881871281), np.float64(9780168.309999948), np.float64(9893940.726880124), np.float64(10187636.760000022), np.float64(10218831.29), np.float64(10245595.600000005), np.float64(10329941.807739899), np.float64(10492580.659999963), np.float64(10685863.839999946), np.float64(10744714.059999965), np.float64(10754305.869999977), np.float64(10835188.219999945), np.float64(10862494.579999933), np.float64(10868357.089999938), np.float64(10891845.519999908), np.float64(10915521.199999923), np.float64(10934951.929999936), np.float64(10953672.749999959), np.float64(10979721.109999944), np.float64(11027505.169999924), np.float64(11038218.849999972), np.float64(11126593.269999929), np.float64(11163625.529999945), np.float64(11213466.589999909), np.float64(11224618.759999903), np.float64(11233653.209999966), np.float64(11263771.739999922), np.float64(11336584.24999991), np.float64(11347458.009999912), np.float64(11363774.989999907), np.float64(11398592.169999922), np.float64(11601448.709999973), np.float64(11653683.54999992), np.float64(13037555.749999946), np.float64(13381905.169999897), np.float64(13750644.0199999), np.float64(14099786.809999896), np.float64(30945144.880000044), np.float64(31926315.41709969), np.float64(32121123.34529367), np.float64(32220908.32025394), np.float64(32452842.517221604), np.float64(32932777.618482567), np.float64(33348660.71000007), np.float64(33414523.33000007), np.float64(33474025.650000088), np.float64(33707625.14000025)]",1719570.7288105816,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(35889759.27000023), np.float64(1651278.908688688), np.float64(1742170.4945927165), np.float64(1753049.216128077), np.float64(1788789.9000000057), np.float64(1821381.1061331045), np.float64(1974919.6766671764), np.float64(2105094.4630045793), np.float64(2159039.700000001), np.float64(2171660.6253866875), np.float64(2233079.8200000003), np.float64(2243373.719999999), np.float64(2291235.2000000007), np.float64(2334189.7172466414), np.float64(2381458.0299999993), np.float64(2404097.4731742064), np.float64(2498795.159999996), np.float64(2535089.069999995), np.float64(2557712.5599999935), np.float64(6985765.3638279475), np.float64(7011234.777776694), np.float64(7032836.932788765), np.float64(7042603.55354923), np.float64(7058127.46963275), np.float64(7095853.42706914), np.float64(7108176.741101439), np.float64(7108623.930980837), np.float64(7112594.89575987), np.float64(7124796.859605404), np.float64(7125816.652218334), np.float64(7143189.558481482), np.float64(7147531.23442212), np.float64(7150214.074528533), np.float64(7165274.666045792), np.float64(7171250.038941506), np.float64(7179524.236940414), np.float64(7193427.19054884), np.float64(7197131.243394031), np.float64(7198096.7535841875), np.float64(7198246.431310689), np.float64(7200831.498959977), np.float64(7202063.176486338), np.float64(7212828.699015386), np.float64(7219590.901262923), np.float64(7223384.24933239), np.float64(7229613.500903667), np.float64(7229660.194779484), np.float64(7232693.634920603), np.float64(7236552.363379018), np.float64(7250365.783649344), np.float64(7253572.237355571), np.float64(7263725.834094498), np.float64(7264469.314883146), np.float64(7264503.978174683), np.float64(7279187.141866927), np.float64(7295528.606420232), np.float64(7311287.260147079), np.float64(7322727.373083522), np.float64(7384402.240904121), np.float64(10029800.820000002), np.float64(10446613.640000008), np.float64(10552036.719999956), np.float64(10584069.269999957), np.float64(10687938.609999971), np.float64(10748210.149999993), np.float64(10820715.619999968), np.float64(10922330.989999931), np.float64(10922399.17999994), np.float64(10966835.969999919), np.float64(11007005.09999997), np.float64(11108096.399999976), np.float64(11145084.059999913), np.float64(11151229.30999993), np.float64(11188781.649999928), np.float64(11189262.869999925), np.float64(11189972.109999927), np.float64(11238967.199999906), np.float64(11252637.039999919), np.float64(11324676.069999924), np.float64(11405531.879999936), np.float64(11410666.899999917), np.float64(11470714.27999991), np.float64(11553603.749999896), np.float64(11561272.579999892), np.float64(11637358.039999917), np.float64(11878759.839999905), np.float64(11897049.349999908), np.float64(12368783.059999956), np.float64(14213797.1261124), np.float64(14277644.606605668), np.float64(14492704.629999906), np.float64(31217572.347409096), np.float64(31263314.320000116), np.float64(31552230.37000017), np.float64(31859182.47321116), np.float64(32008930.09340984), np.float64(32736194.362426043), np.float64(33619419.63000006), np.float64(34095104.170000255), np.float64(34108286.59000029), np.float64(34115167.96000018)]",1651278.908688688,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(34376010.90000015), np.float64(1519751.6934181403), np.float64(1559435.5270386345), np.float64(1677970.4678828376), np.float64(1684219.5228027885), np.float64(1797485.6420982475), np.float64(1805680.361970748), np.float64(1809992.0659189487), np.float64(1921477.230000008), np.float64(1972140.1210345016), np.float64(2033714.886809886), np.float64(2142251.687876173), np.float64(2337391.363821065), np.float64(2424234.240000001), np.float64(2451771.77638835), np.float64(2536898.2499999953), np.float64(2676842.1461046487), np.float64(2996065.1025805664), np.float64(3119923.627619189), np.float64(7029960.69926864), np.float64(7063432.21956589), np.float64(7063892.761029643), np.float64(7083662.964129915), np.float64(7083751.221446522), np.float64(7093632.2825524025), np.float64(7107520.148105556), np.float64(7116674.337739933), np.float64(7130756.355758231), np.float64(7133523.417653901), np.float64(7150632.91658379), np.float64(7156119.368538745), np.float64(7164964.061782745), np.float64(7165288.016665401), np.float64(7178596.454006906), np.float64(7179598.755785262), np.float64(7181127.17709911), np.float64(7186859.11472504), np.float64(7200087.902167492), np.float64(7206330.774101816), np.float64(7208820.809979292), np.float64(7209037.130117521), np.float64(7214120.531242708), np.float64(7221910.022707451), np.float64(7225091.079307644), np.float64(7225796.905187883), np.float64(7231871.611419816), np.float64(7232874.478351213), np.float64(7239938.654927929), np.float64(7241912.5987612745), np.float64(7275422.336027226), np.float64(7291370.7535895435), np.float64(7295189.334850308), np.float64(7344961.734836154), np.float64(7361389.6157031935), np.float64(7463508.774414217), np.float64(10217326.879999973), np.float64(10239810.489999982), np.float64(10297981.28999997), np.float64(10425150.74999994), np.float64(10442284.439999983), np.float64(10562150.653106403), np.float64(10695332.709999952), np.float64(10743510.41999996), np.float64(10750537.61999991), np.float64(10775515.799999924), np.float64(10809369.629999945), np.float64(10857221.459999934), np.float64(10878296.899999972), np.float64(10912609.129999937), np.float64(10925280.999999909), np.float64(10944860.299999913), np.float64(10958124.789999936), np.float64(10966030.25999993), np.float64(10984546.999999905), np.float64(10994733.579999927), np.float64(11089659.699999932), np.float64(11101534.849999916), np.float64(11200865.80999992), np.float64(11220920.249999944), np.float64(11242899.309999922), np.float64(11289093.81999991), np.float64(11379266.039999923), np.float64(11485458.699999893), np.float64(11589139.70999993), np.float64(11691636.109999921), np.float64(11783598.609999927), np.float64(13371339.926816888), np.float64(13853937.289999874), np.float64(13880245.93999992), np.float64(14101184.919999901), np.float64(14309559.019999897), np.float64(31531420.91218994), np.float64(31742748.394669615), np.float64(32269278.90303087), np.float64(32377903.324409746), np.float64(32565746.080811083), np.float64(33153995.69261823), np.float64(33875754.86000014), np.float64(33936621.7300002), np.float64(34015677.910000086), np.float64(34145416.1500002)]",1519751.6934181403,-1,48,0.0,73,81,44544,42899
101,0,"[np.float64(33865610.10000019), np.float64(1581394.7277417134), np.float64(1938835.7693474889), np.float64(2013801.1400000078), np.float64(2038328.4284136787), np.float64(2060894.2573154867), np.float64(2183876.410145457), np.float64(2212393.500000001), np.float64(2228121.4400000037), np.float64(2250153.475995657), np.float64(2277417.5735207708), np.float64(2324138.406931367), np.float64(2459189.8074641144), np.float64(2497442.6277221953), np.float64(2531975.9840865065), np.float64(2546549.901954554), np.float64(2549327.559999994), np.float64(2549686.7652139515), np.float64(2736473.2704248317), np.float64(6986531.674195469), np.float64(6988741.914217396), np.float64(7040278.722150529), np.float64(7066141.628644187), np.float64(7067185.609907303), np.float64(7083179.961771147), np.float64(7090505.89048792), np.float64(7097450.841591117), np.float64(7104729.749601716), np.float64(7115354.883804359), np.float64(7116846.094267097), np.float64(7121157.40665135), np.float64(7125336.847306205), np.float64(7136211.626709578), np.float64(7143872.065780547), np.float64(7147146.182271132), np.float64(7147758.009587596), np.float64(7148796.1376186395), np.float64(7150603.864724256), np.float64(7161851.25177188), np.float64(7167850.640727672), np.float64(7172092.123557403), np.float64(7176619.540105075), np.float64(7191706.9857013235), np.float64(7218358.895047832), np.float64(7224629.478396874), np.float64(7229585.088590747), np.float64(7256874.657203254), np.float64(7261367.110336885), np.float64(7266897.844711471), np.float64(7271216.840968363), np.float64(7288425.5824970305), np.float64(7294638.240875921), np.float64(7304064.26058592), np.float64(7318866.181882496), np.float64(7351051.00860532), np.float64(7358739.577602689), np.float64(7377626.419227036), np.float64(10368051.350000024), np.float64(10660185.269999973), np.float64(10677928.649999974), np.float64(10753641.92810401), np.float64(10771079.337232616), np.float64(10775312.02999994), np.float64(10827113.379999915), np.float64(10864423.339999933), np.float64(10901445.039999932), np.float64(10902606.14999993), np.float64(10919121.589999937), np.float64(10947764.469999943), np.float64(10974888.759999936), np.float64(10989895.609999916), np.float64(11133368.939999936), np.float64(11168716.07999993), np.float64(11194366.009999923), np.float64(11240431.649999898), np.float64(11258419.399999917), np.float64(11261647.589999901), np.float64(11269006.899999918), np.float64(11296455.029999927), np.float64(11297539.41999992), np.float64(11316174.369999923), np.float64(11343367.889999902), np.float64(11357049.169999905), np.float64(11363880.479999907), np.float64(11369441.589999912), np.float64(11455690.93999992), np.float64(11752876.349999886), np.float64(11929015.139999913), np.float64(12014072.869999913), np.float64(14057565.279999876), np.float64(14722823.779999908), np.float64(31697563.12000008), np.float64(31849563.11479935), np.float64(31886497.84000007), np.float64(32088736.859265357), np.float64(32703381.131895177), np.float64(32708846.87091064), np.float64(33118667.110000044), np.float64(33124871.59000004), np.float64(33233039.490000132), np.float64(33374391.630000126)]",1581394.7277417134,-1,48,0.0,73,81,44544,42899
97,0,"[np.float64(24768862.36000039), np.float64(1714668.3552900655), np.float64(1720926.1973746011), np.float64(1833971.135549922), np.float64(1850534.0491662102), np.float64(1881022.7222417148), np.float64(1969819.476790996), np.float64(1996370.0200000082), np.float64(2005947.5972541112), np.float64(2044585.5232258118), np.float64(2052613.0623314253), np.float64(2061636.1615312237), np.float64(2244848.886035757), np.float64(2250804.4860548754), np.float64(2280531.3800000004), np.float64(2393798.1254796544), np.float64(2501887.04843558), np.float64(2527419.293824579), np.float64(2864149.1036395463), np.float64(7013648.043862784), np.float64(7023021.580095916), np.float64(7047603.404303486), np.float64(7075995.158667155), np.float64(7081343.963658216), np.float64(7093327.756204834), np.float64(7115584.191472031), np.float64(7120670.2535355985), np.float64(7134151.193653454), np.float64(7135843.504807988), np.float64(7139558.708086006), np.float64(7160073.146767222), np.float64(7168708.57297751), np.float64(7171947.247869388), np.float64(7172989.43162233), np.float64(7173341.665589185), np.float64(7185925.14129769), np.float64(7188277.397999493), np.float64(7214479.909517831), np.float64(7225287.905146397), np.float64(7251052.860845708), np.float64(7251791.818658559), np.float64(7289022.011413078), np.float64(7349203.52950282), np.float64(21449812.87000016), np.float64(21615887.600000225), np.float64(21619686.71000032), np.float64(21677655.630000185), np.float64(21698149.570000265), np.float64(21795063.600000292), np.float64(21796302.660000235), np.float64(21924620.6900003), np.float64(21985085.46000023), np.float64(22001980.830000382), np.float64(22020945.610000312), np.float64(22104821.39000031), np.float64(22120144.140000265), np.float64(22341314.950000368), np.float64(22597707.830000453), np.float64(22624982.74000037), np.float64(22682501.56000037), np.float64(23292919.830000475), np.float64(24129642.51000038), np.float64(24250731.72000043), np.float64(24455334.61000032), np.float64(24473433.690000445), np.float64(24479383.530000445), np.float64(24660161.36000029), np.float64(24664679.550000403), np.float64(24681336.200000357), np.float64(24688603.35000031), np.float64(24700167.240000308), np.float64(24730924.990000363), np.float64(24774094.120000392), np.float64(24939391.13000034), np.float64(24966945.50000033), np.float64(25067113.760000367), np.float64(25069607.300000332), np.float64(25191670.08000039), np.float64(25224392.53000035), np.float64(25424688.42000026), np.float64(25456208.670000285), np.float64(25598340.75000031), np.float64(25673925.970000267), np.float64(25843754.100000303), np.float64(26216107.930000305), np.float64(28085727.09000018), np.float64(28612054.65000012), np.float64(28873312.19000017), np.float64(29052686.750000138), np.float64(29301521.54000011), np.float64(30007491.480000112), np.float64(31582460.034947094), np.float64(31651074.279789273), np.float64(31713773.446978103), np.float64(31919818.531097066), np.float64(32790219.00604801), np.float64(33192557.164775725)]",1714668.3552900655,-1,48,0.0,73,81,44544,42899
